#;Time;Function;Direction;Status;Data;Data (chars);Data length;Req. length;Port;Comments;
0;27/08/2026 13:42:53;IRP_MJ_CREATE;DOWN;;;"C:\Program Files (x86)\CC\SolarPowerMonitor\SolarMonitor.exe";;;COM3;;
1;27/08/2026 13:42:53;IRP_MJ_CREATE;UP;STATUS_SUCCESS;;"C:\Program Files (x86)\CC\SolarPowerMonitor\SolarMonitor.exe";;;COM3;;
2;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_PROPERTIES);DOWN;;;"";;;COM3;;
3;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_PROPERTIES);UP;STATUS_SUCCESS;40 00 02 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 00 00 00 ff 00 00 00 7f 00 00 00 ff ff 07 10 0f 00 07 1f 00 00 00 00 d8 0c 01 00 00 00 00 00 23 55 48 43 00 00 00 00 ;"@...........................ˇ......ˇˇ..........ÿ.......#UHC....";64;;COM3;;
4;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_MODEMSTATUS);DOWN;;;"";;;COM3;;
5;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_MODEMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 ;"....";4;;COM3;;
6;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);DOWN;;;"";;;COM3;;
7;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);UP;STATUS_SUCCESS;00 4b 00 00 ;".K..";4;;COM3;;
8;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);DOWN;;;"";;;COM3;;
9;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);UP;STATUS_SUCCESS;00 00 08 ;"...";3;;COM3;;
10;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);DOWN;;;"";;;COM3;;
11;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);UP;STATUS_SUCCESS;1a 00 00 1a 11 13 ;"......";6;;COM3;;
12;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);DOWN;;;"";;;COM3;;
13;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 6c 86 00 00 9b 21 00 00 ;"........lÜ..õ!..";16;;COM3;;
14;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);DOWN;;;"";;;COM3;;
15;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);UP;STATUS_SUCCESS;00 4b 00 00 ;".K..";4;;COM3;;
16;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);DOWN;;;"";;;COM3;;
17;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);UP;STATUS_SUCCESS;00 00 08 ;"...";3;;COM3;;
18;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);DOWN;;;"";;;COM3;;
19;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);UP;STATUS_SUCCESS;1a 00 00 1a 11 13 ;"......";6;;COM3;;
20;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);DOWN;;;"";;;COM3;;
21;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 6c 86 00 00 9b 21 00 00 ;"........lÜ..õ!..";16;;COM3;;
22;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);DOWN;;80 25 00 00 ;"Ä%..";4;;COM3;;
23;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);UP;STATUS_SUCCESS;;"";;;COM3;;
24;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);DOWN;;;"";;;COM3;;
25;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);UP;STATUS_SUCCESS;;"";;;COM3;;
26;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM3;;
27;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);UP;STATUS_SUCCESS;;"";;;COM3;;
28;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);DOWN;;00 00 08 ;"...";3;;COM3;;
29;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);UP;STATUS_SUCCESS;;"";;;COM3;;
30;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);DOWN;;1a 00 00 1a 11 13 ;"......";6;;COM3;;
31;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);UP;STATUS_SUCCESS;;"";;;COM3;;
32;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);DOWN;;00 00 00 00 00 00 00 00 36 43 00 00 36 43 00 00 ;"........6C..6C..";16;;COM3;;
33;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);UP;STATUS_SUCCESS;;"";;;COM3;;
34;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);DOWN;;;"";;;COM3;;
35;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);UP;STATUS_SUCCESS;80 25 00 00 ;"Ä%..";4;;COM3;;
36;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);DOWN;;;"";;;COM3;;
37;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);UP;STATUS_SUCCESS;00 00 08 ;"...";3;;COM3;;
38;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);DOWN;;;"";;;COM3;;
39;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);UP;STATUS_SUCCESS;1a 00 00 1a 11 13 ;"......";6;;COM3;;
40;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);DOWN;;;"";;;COM3;;
41;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 36 43 00 00 36 43 00 00 ;"........6C..6C..";16;;COM3;;
42;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);DOWN;;80 25 00 00 ;"Ä%..";4;;COM3;;
43;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);UP;STATUS_SUCCESS;;"";;;COM3;;
44;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);DOWN;;;"";;;COM3;;
45;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);UP;STATUS_SUCCESS;;"";;;COM3;;
46;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM3;;
47;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);UP;STATUS_SUCCESS;;"";;;COM3;;
48;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);DOWN;;00 00 08 ;"...";3;;COM3;;
49;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);UP;STATUS_SUCCESS;;"";;;COM3;;
50;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);DOWN;;1a 00 00 1a 11 13 ;"......";6;;COM3;;
51;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);UP;STATUS_SUCCESS;;"";;;COM3;;
52;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);DOWN;;00 00 00 00 00 00 00 00 36 43 00 00 36 43 00 00 ;"........6C..6C..";16;;COM3;;
53;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);UP;STATUS_SUCCESS;;"";;;COM3;;
54;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM3;;
55;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);UP;STATUS_SUCCESS;;"";;;COM3;;
56;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_TIMEOUTS);DOWN;;ff ff ff ff ff ff ff ff fe ff ff ff 00 00 00 00 00 00 00 00 ;"ˇˇˇˇˇˇˇˇ˛ˇˇˇ........";20;;COM3;;
57;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_TIMEOUTS);UP;STATUS_SUCCESS;;"";;;COM3;;
58;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_WAIT_MASK);DOWN;;fb 01 00 00 ;"˚...";4;;COM3;;
59;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_WAIT_MASK);UP;STATUS_SUCCESS;;"";;;COM3;;
60;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_QUEUE_SIZE);DOWN;;00 10 00 00 00 08 00 00 ;"........";8;;COM3;;
61;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_QUEUE_SIZE);UP;STATUS_SUCCESS;;"";;;COM3;;
62;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM3;;
63;27/08/2026 13:42:53;IRP_MJ_WRITE;DOWN;;01 03 27 10 00 01 8f 7b ;"..'...è{";8;8;COM3;;
64;27/08/2026 13:42:53;IRP_MJ_WRITE;UP;STATUS_SUCCESS;01 03 27 10 00 01 8f 7b ;"..'...è{";8;;COM3;;
65;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM3;;
66;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM3;;
67;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM3;;
68;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM3;;
69;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM3;;
70;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM3;;
71;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM3;;
72;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM3;;
73;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM3;;
74;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM3;;
75;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM3;;
76;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM3;;
77;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM3;;
78;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM3;;
79;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM3;;
80;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM3;;
81;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM3;;
82;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM3;;
83;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM3;;
84;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM3;;
85;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM3;;
86;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM3;;
87;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_WAIT_MASK);DOWN;;00 00 00 00 ;"....";4;;COM3;;
88;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;00 00 00 00 ;"....";4;;COM3;;
89;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_WAIT_MASK);UP;STATUS_SUCCESS;;"";;;COM3;;
90;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM3;;
91;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);UP;STATUS_SUCCESS;;"";;;COM3;;
92;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_PURGE);DOWN;;0a 00 00 00 ;"....";4;;COM3;;
93;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_PURGE);UP;STATUS_SUCCESS;;"";;;COM3;;
94;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_PURGE);DOWN;;05 00 00 00 ;"....";4;;COM3;;
95;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_PURGE);UP;STATUS_SUCCESS;;"";;;COM3;;
96;27/08/2026 13:42:53;IRP_MJ_CLOSE;DOWN;;;"";;;COM3;;
97;27/08/2026 13:42:53;IRP_MJ_CLOSE;UP;STATUS_SUCCESS;;"";;;COM3;;
98;27/08/2026 13:42:53;IRP_MJ_CREATE;DOWN;;;"C:\Program Files (x86)\CC\SolarPowerMonitor\SolarMonitor.exe";;;COM3;;
99;27/08/2026 13:42:53;IRP_MJ_CREATE;UP;STATUS_SUCCESS;;"C:\Program Files (x86)\CC\SolarPowerMonitor\SolarMonitor.exe";;;COM3;;
100;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_PROPERTIES);DOWN;;;"";;;COM3;;
101;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_PROPERTIES);UP;STATUS_SUCCESS;40 00 02 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 00 00 00 ff 00 00 00 7f 00 00 00 ff ff 07 10 0f 00 07 1f 00 00 00 00 d8 0c 01 00 00 00 00 00 23 55 48 43 00 00 00 00 ;"@...........................ˇ......ˇˇ..........ÿ.......#UHC....";64;;COM3;;
102;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_MODEMSTATUS);DOWN;;;"";;;COM3;;
103;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_MODEMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 ;"....";4;;COM3;;
104;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);DOWN;;;"";;;COM3;;
105;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);UP;STATUS_SUCCESS;80 25 00 00 ;"Ä%..";4;;COM3;;
106;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);DOWN;;;"";;;COM3;;
107;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);UP;STATUS_SUCCESS;00 00 08 ;"...";3;;COM3;;
108;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);DOWN;;;"";;;COM3;;
109;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);UP;STATUS_SUCCESS;1a 00 00 1a 11 13 ;"......";6;;COM3;;
110;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);DOWN;;;"";;;COM3;;
111;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 6c 86 00 00 9b 21 00 00 ;"........lÜ..õ!..";16;;COM3;;
112;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);DOWN;;;"";;;COM3;;
113;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);UP;STATUS_SUCCESS;80 25 00 00 ;"Ä%..";4;;COM3;;
114;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);DOWN;;;"";;;COM3;;
115;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);UP;STATUS_SUCCESS;00 00 08 ;"...";3;;COM3;;
116;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);DOWN;;;"";;;COM3;;
117;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);UP;STATUS_SUCCESS;1a 00 00 1a 11 13 ;"......";6;;COM3;;
118;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);DOWN;;;"";;;COM3;;
119;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 6c 86 00 00 9b 21 00 00 ;"........lÜ..õ!..";16;;COM3;;
120;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);DOWN;;80 25 00 00 ;"Ä%..";4;;COM3;;
121;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);UP;STATUS_SUCCESS;;"";;;COM3;;
122;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);DOWN;;;"";;;COM3;;
123;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);UP;STATUS_SUCCESS;;"";;;COM3;;
124;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM3;;
125;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);UP;STATUS_SUCCESS;;"";;;COM3;;
126;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);DOWN;;00 00 08 ;"...";3;;COM3;;
127;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);UP;STATUS_SUCCESS;;"";;;COM3;;
128;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);DOWN;;1a 00 00 1a 11 13 ;"......";6;;COM3;;
129;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);UP;STATUS_SUCCESS;;"";;;COM3;;
130;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);DOWN;;00 00 00 00 00 00 00 00 36 43 00 00 36 43 00 00 ;"........6C..6C..";16;;COM3;;
131;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);UP;STATUS_SUCCESS;;"";;;COM3;;
132;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);DOWN;;;"";;;COM3;;
133;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_BAUD_RATE);UP;STATUS_SUCCESS;80 25 00 00 ;"Ä%..";4;;COM3;;
134;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);DOWN;;;"";;;COM3;;
135;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_LINE_CONTROL);UP;STATUS_SUCCESS;00 00 08 ;"...";3;;COM3;;
136;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);DOWN;;;"";;;COM3;;
137;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_CHARS);UP;STATUS_SUCCESS;1a 00 00 1a 11 13 ;"......";6;;COM3;;
138;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);DOWN;;;"";;;COM3;;
139;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_HANDFLOW);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 36 43 00 00 36 43 00 00 ;"........6C..6C..";16;;COM3;;
140;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);DOWN;;80 25 00 00 ;"Ä%..";4;;COM3;;
141;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_BAUD_RATE);UP;STATUS_SUCCESS;;"";;;COM3;;
142;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);DOWN;;;"";;;COM3;;
143;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_RTS);UP;STATUS_SUCCESS;;"";;;COM3;;
144;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM3;;
145;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);UP;STATUS_SUCCESS;;"";;;COM3;;
146;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);DOWN;;00 00 08 ;"...";3;;COM3;;
147;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_LINE_CONTROL);UP;STATUS_SUCCESS;;"";;;COM3;;
148;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);DOWN;;1a 00 00 1a 11 13 ;"......";6;;COM3;;
149;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_CHARS);UP;STATUS_SUCCESS;;"";;;COM3;;
150;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);DOWN;;00 00 00 00 00 00 00 00 36 43 00 00 36 43 00 00 ;"........6C..6C..";16;;COM3;;
151;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_SET_HANDFLOW);UP;STATUS_SUCCESS;;"";;;COM3;;
152;27/08/2026 13:42:53;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_CLR_DTR);DOWN;;;"";;;COM3;;
